pos,corr_resp,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
-150,z,0,0,0,0,2,3,11,3,,,,,56.232124499976635,57.22955859999638,57.22955859999638,57.22955859999638,57.22955859999638,57.24877990002278,58.24743700004183,58.24743700004183,z,1,0.3169600999681279,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,3,0,12,0,,,,,58.598327399929985,59.59594469994772,59.59594469994772,59.59594469994772,59.59594469994772,59.61560120002832,60.62945280002896,60.62945280002896,x,1,0.35435190005227923,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,3,1,13,1,,,,,61.031705099972896,62.03103710000869,62.03103710000869,62.03103710000869,62.03103710000869,62.050560600007884,63.04722750000656,63.04722750000656,v,1,0.2820818000473082,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,3,2,14,2,,,,,63.36299860000145,64.36266119999345,64.36266119999345,64.36266119999345,64.36266119999345,64.38194939994719,65.36264519998804,65.36264519998804,c,1,0.28934939997270703,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,3,3,15,3,,,,,65.6816348999273,66.67946090002079,66.67946090002079,66.67946090002079,66.67946090002079,66.6983061999781,67.6963857000228,67.6963857000228,z,1,0.3164502999279648,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,4,0,16,0,,,,,68.04879189992789,69.04596569994465,69.04596569994465,69.04596569994465,69.04596569994465,69.0652997000143,70.06247959996108,70.06247959996108,x,1,0.5288571000564843,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,4,1,17,1,,,,,70.63166409998666,71.64593570004217,71.64593570004217,71.64593570004217,71.64593570004217,71.64593570004217,72.64842019998468,72.64842019998468,v,1,0.37548529997002333,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,4,2,18,2,,,,,73.06261449994054,74.06356020004023,74.06356020004023,74.06356020004023,74.06356020004023,74.08195639995392,75.04576479992829,75.04576479992829,c,1,0.3179265999933705,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,4,3,19,3,,,,,75.39576969994232,76.39592000003904,76.39592000003904,76.39592000003904,76.39592000003904,76.41501570004039,77.3958104000194,77.3958104000194,z,1,0.3078788999700919,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,5,0,20,0,,,,,77.73169009992853,78.7297543999739,78.7297543999739,78.7297543999739,78.7297543999739,78.74837889999617,79.76289549993817,79.76289549993817,x,1,0.3073741999687627,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,5,1,21,1,,,,,80.12912920000963,81.12911650002934,81.12911650002934,81.12911650002934,81.12911650002934,81.1484696000116,82.13484149996657,82.13484149996657,v,1,0.33104289998300374,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,5,2,22,2,,,,,82.51507249998394,83.52905350003857,83.52905350003857,83.52905350003857,83.52905350003857,83.52905350003857,84.529237599927,84.529237599927,c,1,0.32254639989696443,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,5,3,23,3,,,,,84.8982369999867,85.8958610999398,85.8958610999398,85.8958610999398,85.8958610999398,85.91502279997803,86.89564020000398,86.89564020000398,z,1,0.41984380001667887,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,6,0,24,0,,,,,87.34588089992758,88.34582099993713,88.34582099993713,88.34582099993713,88.34582099993713,88.36481309996452,89.33146300003864,89.33146300003864,x,1,0.3403585000196472,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,6,1,25,1,,,,,89.6981638999423,90.71253909997176,90.71253909997176,90.71253909997176,90.71253909997176,90.71253909997176,91.71573559998069,91.71573559998069,v,1,0.39178190007805824,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,6,2,26,2,,,,,92.14579169999342,93.1456606000429,93.1456606000429,93.1456606000429,93.1456606000429,93.16489150002599,94.16321349993814,94.16321349993814,c,1,0.3103457000106573,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,6,3,27,3,,,,,94.51222779997624,95.51245909999125,95.51245909999125,95.51245909999125,95.51245909999125,95.53139160003047,96.51498159999028,96.51498159999028,z,1,0.3126144000561908,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,7,0,28,0,,,,,96.8627563000191,97.86230459995568,97.86230459995568,97.86230459995568,97.86230459995568,97.88152619998436,98.86244319996331,98.86244319996331,x,1,0.31338619999587536,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,7,1,29,1,,,,,99.19806359999347,100.19595239998307,100.19595239998307,100.19595239998307,100.19595239998307,100.21489750000183,101.21229439997114,101.21229439997114,v,1,0.42118330008815974,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,7,2,30,2,,,,,101.66502850002144,102.66222559998278,102.66222559998278,102.66222559998278,102.66222559998278,102.68141860002652,103.66260269994382,103.66260269994382,c,1,0.28163610002957284,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,7,3,31,3,,,,,103.97904529992957,104.96510949998628,104.96510949998628,104.96510949998628,104.96510949998628,104.981469499995,105.97907619993202,105.97907619993202,z,1,0.40621839999221265,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,8,0,32,0,,,,,106.43241619993933,107.44594220002182,107.44594220002182,107.44594220002182,107.44594220002182,107.44594220002182,108.44842160004191,108.44842160004191,x,1,0.2739172999281436,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,8,1,33,1,,,,,108.76281979994383,109.74674570001662,109.74674570001662,109.74674570001662,109.74674570001662,109.76551779999863,110.76239569997415,110.76239569997415,v,1,0.21528420003596693,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,8,2,34,2,,,,,111.02953109994996,112.02904960000888,112.02904960000888,112.02904960000888,112.02904960000888,112.04795839998405,113.02915990003385,113.02915990003385,c,1,0.33683909999672323,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,8,3,35,3,,,,,113.4145325999707,114.41222930001095,114.41222930001095,114.41222930001095,114.41222930001095,114.43119189993013,115.42917280003894,115.42917280003894,z,1,0.3149116999702528,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,9,0,36,0,,,,,115.79548349999823,116.79582649993245,116.79582649993245,116.79582649993245,116.79582649993245,116.8149244999513,117.8121026000008,117.8121026000008,x,1,0.25214369990862906,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,9,1,37,1,,,,,118.11505649995524,119.11205130000599,119.11205130000599,119.11205130000599,119.11205130000599,119.13233139994554,120.1124315999914,120.1124315999914,v,1,0.28082670003641397,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,9,2,38,2,,,,,120.43153860000893,121.42913479998242,121.42913479998242,121.42913479998242,121.42913479998242,121.4482161999913,122.44548729993403,122.44548729993403,c,1,0.30889029998797923,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,9,3,39,3,,,,,122.80484619992785,123.81761469994672,123.81761469994672,123.81761469994672,123.81761469994672,123.84552600001916,124.83461909997277,124.83461909997277,z,1,0.249919900088571,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,10,0,40,0,,,,,125.14540459995624,126.14534599997569,126.14534599997569,126.14534599997569,126.14534599997569,126.16447009996045,127.16196139995009,127.16196139995009,x,1,0.29614639992360026,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,10,1,41,1,,,,,127.48111679998692,128.4955462999642,128.4955462999642,128.4955462999642,128.4955462999642,128.4955462999642,129.5119665999664,129.5119665999664,v,1,0.2560336000751704,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,10,2,42,2,,,,,129.7976566000143,130.7953083999455,130.7953083999455,130.7953083999455,130.7953083999455,130.8145881999517,131.82877839996945,131.82877839996945,c,1,0.3502843000460416,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,10,3,43,3,,,,,132.2118288000347,133.21227599994745,133.21227599994745,133.21227599994745,133.21227599994745,133.23128019995056,134.19565410003997,134.19565410003997,z,1,0.4038279999513179,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,11,0,44,0,,,,,134.6477687000297,135.64592179993633,135.64592179993633,135.64592179993633,135.64592179993633,135.66454249992967,136.66202879999764,136.66202879999764,x,1,0.2617364999605343,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,11,1,45,1,,,,,136.94782510004006,137.9455264999997,137.9455264999997,137.9455264999997,137.9455264999997,137.96443249995355,138.961972399964,138.961972399964,v,1,0.29440690006595105,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,11,2,46,2,,,,,139.28113879996818,140.29534289997537,140.29534289997537,140.29534289997537,140.29534289997537,140.29534289997537,141.29532349994406,141.29532349994406,c,1,0.31133040005806834,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,11,3,47,3,,,,,141.6310916999355,142.64519629999995,142.64519629999995,142.64519629999995,142.64519629999995,142.64519629999995,143.64579680003226,143.64579680003226,z,1,0.2935158999171108,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,12,0,48,0,,,,,143.98159690003376,144.97858140000608,144.97858140000608,144.97858140000608,144.97858140000608,144.99763590004295,145.98150170000736,145.98150170000736,x,1,0.3110639000078663,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,12,1,49,1,,,,,146.33169969997834,147.32975919998717,147.32975919998717,147.32975919998717,147.32975919998717,147.34776419994887,148.3285079000052,148.3285079000052,v,1,0.3207132000243291,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,12,2,50,2,,,,,148.6975524999434,149.6951675999444,149.6951675999444,149.6951675999444,149.6951675999444,149.71452689997386,150.71179810003377,150.71179810003377,c,1,0.3177940999157727,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,12,3,51,3,,,,,151.06443379994016,152.07844539999496,152.07844539999496,152.07844539999496,152.07844539999496,152.07844539999496,153.09520979993977,153.09520979993977,z,1,0.31900089990813285,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,13,0,52,0,,,,,153.464334600023,154.47859800001606,154.47859800001606,154.47859800001606,154.47859800001606,154.47859800001606,155.46227090002503,155.46227090002503,x,1,0.4919596000108868,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,13,1,53,1,,,,,155.9978522999445,157.01183219999075,157.01183219999075,157.01183219999075,157.01183219999075,157.01183219999075,158.01187459996436,158.01187459996436,v,1,0.31992590008303523,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,13,2,54,2,,,,,158.38266340002883,159.37896629993338,159.37896629993338,159.37896629993338,159.37896629993338,159.41230620001443,160.39517479995266,160.39517479995266,c,1,0.27976410009432584,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,13,3,55,3,,,,,160.71220249996986,161.71271059999708,161.71271059999708,161.71271059999708,161.71271059999708,161.73085429996718,162.71163609996438,162.71163609996438,z,1,0.30669410002883524,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,14,0,56,0,,,,,163.06420160003472,164.0618112999946,164.0618112999946,164.0618112999946,164.0618112999946,164.08238419995178,165.07830279995687,165.07830279995687,x,1,0.29958049999549985,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,14,1,57,1,,,,,165.39730099996086,166.41159349994268,166.41159349994268,166.41159349994268,166.41159349994268,166.41159349994268,167.41153969999868,167.41153969999868,v,1,0.2450817000353709,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,14,2,58,2,,,,,167.69748800003435,168.7115749999648,168.7115749999648,168.7115749999648,168.7115749999648,168.7115749999648,169.71231179998722,169.71231179998722,c,1,0.2953333000186831,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,14,3,59,3,,,,,170.0461159000406,171.04534269997384,171.04534269997384,171.04534269997384,171.04534269997384,171.06409050000366,172.03067969996482,172.03067969996482,z,1,0.23937349999323487,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,15,0,60,0,,,,,172.3139885000419,173.3288713999791,173.3288713999791,173.3288713999791,173.3288713999791,173.3288713999791,174.32836619997397,174.32836619997397,x,1,0.2773966999957338,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,15,1,61,1,,,,,174.64793580002151,175.64544490003027,175.64544490003027,175.64544490003027,175.64544490003027,175.66420460003428,176.67873349995352,176.67873349995352,v,1,0.23971619992516935,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,15,2,62,2,,,,,176.96409389993642,177.96148820000235,177.96148820000235,177.96148820000235,177.96148820000235,177.9806971999351,178.9615344000049,178.9615344000049,c,1,0.3857511000242084,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,15,3,63,3,,,,,179.3961125999922,180.39530350000132,180.39530350000132,180.39530350000132,180.39530350000132,180.4139817999676,181.39498029998504,181.39498029998504,z,1,0.3456117999739945,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,16,0,64,0,,,,,181.7781395999482,182.7782708000159,182.7782708000159,182.7782708000159,182.7782708000159,182.79734629997984,183.79507069999818,183.79507069999818,x,1,0.4557805999647826,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,16,1,65,1,,,,,184.29721320001408,185.31147039995994,185.31147039995994,185.31147039995994,185.31147039995994,185.31147039995994,186.3140190000413,186.3140190000413,v,1,0.31697099993471056,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,16,2,66,2,,,,,186.6807426000014,187.69488700001966,187.69488700001966,187.69488700001966,187.69488700001966,187.69488700001966,188.7118365999777,188.7118365999777,c,1,0.27757420006673783,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,16,3,67,3,,,,,189.02863379998598,190.02833969995845,190.02833969995845,190.02833969995845,190.02833969995845,190.04726939997636,191.01141749997623,191.01141749997623,z,1,0.3400871000485495,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,17,0,68,0,,,,,191.38074589997996,192.37844819994643,192.37844819994643,192.37844819994643,192.37844819994643,192.39723759994376,193.39479259995278,193.39479259995278,x,1,0.3258198999101296,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,17,1,69,1,,,,,193.74710279994179,194.76148979994468,194.76148979994468,194.76148979994468,194.76148979994468,194.76148979994468,195.7784122999292,195.7784122999292,v,1,0.31153249996714294,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,17,2,70,2,,,,,196.11396370001603,197.11150470003486,197.11150470003486,197.11150470003486,197.11150470003486,197.13080209994223,198.1447368999943,198.1447368999943,c,1,0.3279949000570923,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,17,3,71,3,,,,,198.51120089995675,199.51150160003453,199.51150160003453,199.51150160003453,199.51150160003453,199.53050510003231,200.51133390003815,200.51133390003815,z,1,0.3394105000188574,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,18,0,72,0,,,,,200.89469670003746,201.87840409995988,201.87840409995988,201.87840409995988,201.87840409995988,201.89794079994317,202.91196359996684,202.91196359996684,x,1,0.3490937000606209,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,18,1,73,1,,,,,203.28024610003922,204.28067040001042,204.28067040001042,204.28067040001042,204.28067040001042,204.28067040001042,205.29475669993553,205.29475669993553,v,1,0.2759135999949649,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,18,2,74,2,,,,,205.6141507999273,206.61188270000275,206.61188270000275,206.61188270000275,206.61188270000275,206.63096149999183,207.62840799998958,207.62840799998958,c,1,0.33351150003727525,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,18,3,75,3,,,,,207.99691889993846,208.99461469997186,208.99461469997186,208.99461469997186,208.99461469997186,209.01407000003383,210.01131600001827,210.01131600001827,z,1,0.28261999995447695,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,19,0,76,0,,,,,210.34459510003217,211.34485430002678,211.34485430002678,211.34485430002678,211.34485430002678,211.36384899995755,212.35024489997886,212.35024489997886,x,1,0.2580411999952048,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,19,1,77,1,,,,,212.6310057999799,213.6447619999526,213.6447619999526,213.6447619999526,213.6447619999526,213.6447619999526,214.645232400042,214.645232400042,v,1,0.2919916999526322,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,19,2,78,2,,,,,214.96384460001718,215.9615317999851,215.9615317999851,215.9615317999851,215.9615317999851,215.9802677000407,216.97938609996345,216.97938609996345,c,1,0.2740461000939831,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,19,3,79,3,,,,,217.294458999997,218.29469200002495,218.29469200002495,218.29469200002495,218.29469200002495,218.3139833000023,219.31130329996813,219.31130329996813,z,1,0.3222126999171451,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,20,0,80,0,,,,,219.68026539997663,220.6790353000397,220.6790353000397,220.6790353000397,220.6790353000397,220.69750330003444,221.6783658999484,221.6783658999484,x,1,0.2828727999003604,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,20,1,81,1,,,,,221.9960599000333,222.99501880002208,222.99501880002208,222.99501880002208,222.99501880002208,223.01363029994536,223.99439090001397,223.99439090001397,v,1,0.27572629996575415,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
50,c,0,0,0,0,20,2,82,2,,,,,224.29681329999585,225.2956299999496,225.2956299999496,225.2956299999496,225.2956299999496,225.3141169999726,226.29500949999783,226.29500949999783,c,1,0.2677333999890834,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-150,z,0,0,0,0,20,3,83,3,,,,,226.59468750003725,227.60061259998474,227.60061259998474,227.60061259998474,227.60061259998474,227.62776119995397,228.6167174000293,228.6167174000293,z,1,0.25172429997473955,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
-50,x,0,0,0,0,21,0,84,0,,,,,228.91396169993095,229.9117697000038,229.9117697000038,229.9117697000038,229.9117697000038,229.93025169998873,230.9278102000244,230.9278102000244,x,1,0.2741525999736041,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
150,v,0,0,0,0,21,1,85,1,,,,,231.2475134000415,232.2445048999507,232.2445048999507,232.2445048999507,232.2445048999507,232.26429249998182,233.2612333999714,233.2612333999714,v,1,0.304219700046815,None,1st,001,2023-10-09_11h26.41.525,Tutorial4_MotorSequenceLearning,2023.1.3,60.00628869296868,
